0.56,5.2,8,12,3
0.41,4.7,4,11,4
0.55,4.9,7.2,13,2
0.55,4.9,7.2,13,2
0.55,4.9,7.2,13,2
0.55,4.9,7.2,13,2
0.55,4.9,7.2,13,2
0.55,4.9,7.2,13,2
0.55,4.9,7.2,13,2
0.55,4.9,7.2,13,2
